 QueryID,TargetID,Identity,Coverage,QueryLength,MisMatch,Gaps,Evalue,BitScore,HomologyScore
PF3D7_0318800,sp|P60174|TPIS_HUMAN,30.83,253,357,160,5,2.18E-33,125,2184.871148
PF3D7_0318900,sp|Q96A33|CCD47_HUMAN,22.886,201,440,141,4,7.89E-09,58.5,1045.474091
PF3D7_0319000,tr|A0A2R8YDI5|A0A2R8YDI5_HUMAN,28.597,549,1864,286,18,2.01E-39,162,842.261427
PF3D7_0319100,sp|P62877|RBX1_HUMAN,69.565,92,107,20,1,3.23E-42,135,5981.28972
PF3D7_0319200,sp|Q6L8Q7|PDE12_HUMAN,23.38,355,906,227,12,3.05E-18,90.5,916.1037528
PF3D7_0319300,sp|P63146|UBE2B_HUMAN,54.362,149,160,68,0,5.60E-58,178,5062.46125
PF3D7_0319400,sp|Q2TAC6|KIF19_HUMAN,45.994,337,1363,171,7,1.95E-73,266,1137.195745
PF3D7_0319500,sp|Q9Y388|RBMX2_HUMAN,57.143,119,309,51,0,6.83E-44,153,2200.652751
PF3D7_0319600,tr|H0YE58|H0YE58_HUMAN,41.379,87,156,50,1,4.15E-18,75.9,2307.675
PF3D7_0319700,tr|H7C0U5|H7C0U5_HUMAN,25.434,173,3133,118,3,5.11E-13,76.6,140.4430897
PF3D7_0320100,sp|O75396|SC22B_HUMAN,31.278,227,221,136,5,3.42E-36,127,3212.717647
PF3D7_0320300,sp|P48643|TCPE_HUMAN,55.347,533,535,237,1,0,635,5514.009533
PF3D7_0320800,sp|P26196|DDX6_HUMAN,66.042,427,433,142,2,0,585,6512.686836
PF3D7_0320900,sp|P0C0S5|H2AZ_HUMAN,80.672,119,158,23,0,3.59E-64,193,6075.929114
PF3D7_0321200,sp|Q9H3H5|GPT_HUMAN,45.833,312,397,138,9,3.64E-72,232,3601.988917
PF3D7_0321400,sp|Q9UIK4|DAPK2_HUMAN,24.211,285,319,186,10,9.30E-15,75.1,2163.051724
PF3D7_0321500,sp|P13798|ACPH_HUMAN,25.217,230,1074,161,5,3.62E-21,100,540.0288641
PF3D7_0321600,sp|Q86XP3|DDX42_HUMAN,25.941,478,735,322,6,3.93E-50,190,1687.047347
PF3D7_0321900,sp|Q6NXT6|TAPT1_HUMAN,24.275,276,1283,179,5,1.32E-15,82.8,522.2057677
PF3D7_0322000,sp|P62937|PPIA_HUMAN,61.212,165,171,58,1,4.36E-70,210,5906.421053
PF3D7_0322300,sp|O75907|DGAT1_HUMAN,34.44,241,653,147,5,2.74E-41,157,1271.062787
PF3D7_0322500,sp|Q9BUE6|ISCA1_HUMAN,36.709,79,404,46,1,5.14E-12,63.9,717.824505
PF3D7_0322900,sp|P61247|RS3A_HUMAN,58.264,242,262,98,3,3.12E-92,273,5381.636641
PF3D7_0323100,tr|A0A7P0T991|A0A7P0T991_HUMAN,38.462,52,1542,32,0,0.000000187,56.2,129.7032425
PF3D7_0323300,sp|Q8N8R5|CB069_HUMAN,27.344,128,433,87,1,0.000000348,53.1,808.3214781
PF3D7_0323400,sp|Q96RW7|HMCN1_HUMAN,21.231,325,1086,193,14,0.00000101,54.7,635.3660221
PF3D7_0323700,sp|O43290|SNUT1_HUMAN,39.535,86,693,50,1,5.36E-11,67,490.6219336
PF3D7_0401800,sp|A8MUU9|YV023_HUMAN,50.476,105,560,52,0,0.0000234,48.1,946.425
PF3D7_0401900,sp|Q9ULC5|ACSL5_HUMAN,24.38,484,971,339,11,2.48E-36,148,1215.23378
PF3D7_0403100,tr|H0Y6K7|H0Y6K7_HUMAN,28.333,180,626,84,7,6.41E-08,56.2,814.686901
PF3D7_0403500,sp|O75604|UBP2_HUMAN,25.594,379,400,215,16,6.00E-18,86.7,2425.0315
PF3D7_0403700,sp|Q9BZJ0|CRNL1_HUMAN,40.789,684,780,387,6,3.24E-176,528,3576.881538
PF3D7_0403800,sp|Q5VST6|AB17B_HUMAN,32.932,249,734,138,4,1.08E-35,137,1117.175477
PF3D7_0403900,sp|Q9NQR1|KMT5A_HUMAN,40.972,144,1186,67,2,7.00E-25,109,497.4677909
PF3D7_0404700,tr|A0A7I2YQT5|A0A7I2YQT5_HUMAN,30.693,101,939,58,3,4.81E-08,57,330.1376997
PF3D7_0405000,sp|Q8N8A6|DDX51_HUMAN,22.532,395,567,252,11,2.67E-26,114,1569.689594
PF3D7_0405100,sp|O94855|SC24D_HUMAN,25.57,614,1350,405,20,2.31E-50,196,1162.961481
PF3D7_0405400,tr|A0A994J6E8|A0A994J6E8_HUMAN,64.516,1271,3136,299,12,0,1658,2614.790689
PF3D7_0406100,sp|P21281|VATB2_HUMAN,73.402,485,494,128,1,0,759,7206.47166
PF3D7_0406400,tr|H3BPQ4|H3BPQ4_HUMAN,43.103,232,263,124,3,3.55E-65,204,3802.241825
PF3D7_0406500,sp|Q9Y493|ZAN_HUMAN,28.84,319,3211,205,3,1.52E-23,111,286.5138586
PF3D7_0407200,tr|J3KQ48|J3KQ48_HUMAN,34.375,192,189,108,4,2.50E-30,110,3492.063492
PF3D7_0407500,sp|Q8TBP6|S2540_HUMAN,28.794,257,380,152,8,7.98E-22,96.3,1947.383684
PF3D7_0407900,sp|Q6PIW4|FIGL1_HUMAN,39.333,300,667,166,4,1.73E-60,215,1769.10045
PF3D7_0408100,sp|Q9P2E9|RRBP1_HUMAN,28.387,155,1121,105,3,0.000000203,56.6,392.5053524
PF3D7_0408300,sp|O95218|ZRAB2_HUMAN,41.27,126,344,52,4,1.46E-22,97.4,1511.633721
PF3D7_0408500,sp|P39748|FEN1_HUMAN,44.836,397,672,198,4,4.64E-110,338,2648.793452
PF3D7_0409100,sp|Q8WWY3|PRP31_HUMAN,36.667,390,534,228,6,1.83E-65,221,2677.926966
PF3D7_0409200,sp|Q9NV06|DCA13_HUMAN,39.49,471,482,246,3,1.67E-121,363,3858.877593
PF3D7_0409300,sp|Q8N6R0|EFNMT_HUMAN,31.008,129,1010,66,3,1.05E-13,76.6,396.0427723
PF3D7_0409400,sp|Q96EY1|DNJA3_HUMAN,31.806,371,672,236,7,1.08E-55,197,1755.95625
PF3D7_0409500,sp|Q06136|KDSR_HUMAN,27.628,333,398,199,8,4.20E-26,108,2311.588945
PF3D7_0409600,sp|P27694|RFA1_HUMAN,29.783,460,1145,275,18,7.02E-48,182,1196.522271
PF3D7_0409700,tr|F5H4X5|F5H4X5_HUMAN,46.667,60,194,29,1,5.16E-13,64.3,1443.309278
PF3D7_0409800,sp|Q969S3|ZN622_HUMAN,32.353,102,575,64,2,7.03E-12,68.9,573.914087
PF3D7_0409900,sp|P61160|ARP2_HUMAN,22.542,417,416,272,11,1.90E-21,96.3,2259.61875
PF3D7_0410300,sp|Q9H0C8|ILKAP_HUMAN,30.605,281,906,162,10,3.19E-26,113,949.2279249
PF3D7_0410400,sp|Q13868|EXOS2_HUMAN,31.095,283,338,183,3,2.50E-43,152,2603.516272
PF3D7_0410600,tr|D6REA1|D6REA1_HUMAN,26.531,98,326,72,0,0.0000332,46.2,797.5576687
PF3D7_0410700,sp|Q9BT17|MTG1_HUMAN,26.908,249,904,129,11,4.47E-10,63.2,741.1606195
PF3D7_0411300,tr|A0A8I5KQN6|A0A8I5KQN6_HUMAN,42.353,85,722,47,2,0.00000871,50.1,498.615651
PF3D7_0411400,tr|F5H5U2|F5H5U2_HUMAN,26.57,207,1304,140,3,1.22E-16,86.3,421.7783742
PF3D7_0411900,sp|P09884|DPOLA_HUMAN,30.601,732,1912,375,25,8.70E-71,264,1171.544561
PF3D7_0412100,sp|O15235|RT12_HUMAN,44.643,112,336,53,2,7.00E-20,85.5,1488.1
PF3D7_0412300,tr|Q5VVM3|Q5VVM3_HUMAN,31.343,134,540,87,2,3.88E-17,81.3,777.7707407
PF3D7_0413500,sp|Q96HS1|PGAM5_HUMAN,40.5,200,295,110,4,7.25E-41,144,2745.762712
PF3D7_0413600,sp|P43686|PRS6B_HUMAN,68.684,380,392,119,0,0,565,6658.142857
PF3D7_0413900,sp|P45974|UBP5_HUMAN,24.762,945,853,531,31,1.21E-87,298,2743.269637
PF3D7_0414000,sp|Q9UQE7|SMC3_HUMAN,26.667,1275,1193,792,38,8.46E-99,342,2849.993713
PF3D7_0414200,sp|P0DP25|CALM3_HUMAN,28.276,145,150,92,7,3.15E-08,50.4,2733.346667
PF3D7_0414300,tr|A0A0A6YYL0|A0A0A6YYL0_HUMAN,24.096,83,112,61,1,0.0000638,40.8,1785.685714
PF3D7_0414500,sp|O43347|MSI1H_HUMAN,37.989,179,363,105,4,6.35E-30,118,1873.286777
PF3D7_0414700,sp|Q9BZE4|GTPB4_HUMAN,27.426,237,631,151,7,6.71E-18,88.6,1030.104913
PF3D7_0415000,sp|O43681|GET3_HUMAN,43.869,367,379,157,6,1.20E-91,280,4248.000792
PF3D7_0415300,sp|P21127|CD11B_HUMAN,39.024,246,1339,121,6,3.00E-44,174,716.9457804
PF3D7_0415400,sp|Q9P299|COPZ2_HUMAN,25.366,205,208,120,2,7.08E-23,92.4,2500.014423
PF3D7_0415500,sp|P52298|NCBP2_HUMAN,46.512,129,234,69,0,3.86E-34,120,2564.123077
PF3D7_0415600,tr|F8W1A4|F8W1A4_HUMAN,29.958,237,229,130,7,2.13E-29,110,3100.456769
PF3D7_0415800,sp|Q96EQ8|RN125_HUMAN,30.303,99,875,59,4,5.16E-11,64.7,342.8568
PF3D7_0415900,sp|P61313|RL15_HUMAN,62.621,206,205,74,3,1.54E-87,257,6292.646829
PF3D7_0416100,tr|X6R772|X6R772_HUMAN,41.624,197,826,91,3,2.32E-34,135,992.7273608
PF3D7_0416300,sp|Q9NXL9|MCM9_HUMAN,50,166,1465,75,2,6.09E-38,156,566.552901
PF3D7_0416400,sp|O14929|HAT1_HUMAN,29.787,141,1259,76,4,6.92E-10,63.9,333.5954726
PF3D7_0416500,sp|Q9H063|MAF1_HUMAN,33.333,117,389,77,1,4.31E-16,78.6,1002.560668
PF3D7_0416700,sp|Q9NZ45|CISD1_HUMAN,39.024,41,89,24,1,0.0000157,40.8,1797.734831
PF3D7_0416800,sp|Q9NR31|SAR1A_HUMAN,52.88,191,192,89,1,1.51E-75,226,5260.458333
PF3D7_0417100,tr|A0A0C4DG68|A0A0C4DG68_HUMAN,32.45,302,514,203,1,2.05E-48,180,1906.595331
PF3D7_0417200,sp|P04818|TYSY_HUMAN,53.846,299,608,138,0,1.40E-119,358,2648.01875
PF3D7_0417300,sp|O95202|LETM1_HUMAN,31.716,268,802,164,5,1.59E-27,120,1059.836409
PF3D7_0417500,sp|Q9Y316|MEMO1_HUMAN,35.69,297,296,179,5,3.02E-60,194,3581.057432
PF3D7_0417800,sp|P21127|CD11B_HUMAN,46.526,331,699,154,5,9.21E-99,322,2203.162518
PF3D7_0418100,sp|Q9UPN7|PP6R1_HUMAN,26.667,180,1215,127,4,2.52E-13,75.9,395.0666667
PF3D7_0418200,sp|Q7L2H7|EIF3M_HUMAN,19.858,282,429,210,4,3.13E-15,77.8,1305.351049
PF3D7_0418500,sp|O43617|TPPC3_HUMAN,53.254,169,187,79,0,9.84E-60,185,4812.794652
PF3D7_0418600,tr|A0A2R8YDN2|A0A2R8YDN2_HUMAN,30.719,153,2011,85,4,1.52E-09,63.9,233.714918
PF3D7_0418700,sp|Q9ULX3|NOB1_HUMAN,36.458,96,569,60,1,1.09E-14,77.4,615.1086116
PF3D7_0419000,sp|Q8IXS2|DRC2_HUMAN,21.607,361,440,273,6,0.00000344,50.4,1772.756136
PF3D7_0419200,sp|Q9Y3E0|GOT1B_HUMAN,35.455,110,136,70,1,6.49E-13,62.4,2867.683824
PF3D7_0419600,sp|P49792|RBP2_HUMAN,51.493,134,280,58,5,8.06E-34,131,2464.307857
PF3D7_0419800,sp|Q9NX24|NHP2_HUMAN,38.272,81,236,49,1,1.13E-12,64.7,1313.572881
PF3D7_0419900,tr|A8MTF1|A8MTF1_HUMAN,33.654,208,5035,134,3,1.10E-29,127,139.0274479
PF3D7_0420000,sp|Q8TE76|MORC4_HUMAN,42.373,59,3370,33,1,2.08E-09,64.7,74.18418398
PF3D7_0420100,sp|Q9BVS4|RIOK2_HUMAN,45.031,322,581,172,3,1.35E-99,314,2495.693976
PF3D7_0422000,sp|Q53GQ0|DHB12_HUMAN,34.545,275,321,164,6,8.53E-43,150,2959.462617
PF3D7_0422100,sp|Q15363|TMED2_HUMAN,23.889,180,385,127,5,0.0000051,47.8,1116.888312
PF3D7_0422300,sp|Q9BQE3|TBA1C_HUMAN,82.628,449,450,78,0,0,798,8244.438222
PF3D7_0422400,sp|P39019|RS19_HUMAN,38.636,132,170,80,1,6.67E-29,104,2999.971765
PF3D7_0422500,sp|O75643|U520_HUMAN,33.126,643,2874,351,8,2.72E-115,412,741.1279749
PF3D7_0422700,sp|P38919|IF4A3_HUMAN,65.974,385,390,131,0,0,563,6512.817949
PF3D7_0423100,sp|Q9Y587|AP4S1_HUMAN,55.944,143,146,62,1,1.01E-58,179,5479.446575
PF3D7_0423600,sp|Q9Y6V0|PCLO_HUMAN,36.441,118,1612,64,3,0.0000401,50.1,266.751737
PF3D7_0424500,sp|O94921|CDK14_HUMAN,25.275,182,622,114,7,0.00000722,50.1,739.5578778
PF3D7_0424700,tr|C9JG08|C9JG08_HUMAN,18.873,408,1222,315,8,3.09E-10,66.2,630.1296236
PF3D7_0501100,sp|Q9UDY4|DNJB4_HUMAN,39.823,339,402,176,11,5.88E-69,222,3358.208209
PF3D7_0501400,sp|Q96KM6|Z512B_HUMAN,34.483,145,1720,89,2,9.27E-18,90.9,290.6997093
PF3D7_0501700,sp|P30260|CDC27_HUMAN,25.381,197,793,144,3,7.20E-11,67,630.5242119
PF3D7_0501800,sp|P54198|HIRA_HUMAN,33.117,154,1076,86,6,3.73E-17,88.2,473.979368
PF3D7_0502000,sp|Q9H270|VPS11_HUMAN,32.184,261,1272,152,5,1.06E-25,116,660.3792453
PF3D7_0502200,sp|P39210|MPV17_HUMAN,26.316,171,443,120,3,4.88E-08,53.5,1015.809481
PF3D7_0502400,sp|Q9NY15|STAB1_HUMAN,29.885,87,597,42,4,0.000032,48.5,435.5100503
PF3D7_0502800,sp|Q6P3W2|DJC24_HUMAN,23.358,137,137,100,2,0.0000357,42,2335.8
PF3D7_0503200,sp|Q99741|CDC6_HUMAN,20.964,415,979,209,15,3.66E-08,58.5,888.6680286
PF3D7_0503300,sp|Q8WXF0|SRS12_HUMAN,44.565,92,308,51,0,9.22E-21,90.5,1331.162338
PF3D7_0503400,sp|P23528|COF1_HUMAN,27.273,132,122,70,4,3.63E-09,52.8,2950.84918
PF3D7_0503500,tr|E9PPN3|E9PPN3_HUMAN,23.985,271,850,201,5,1.21E-23,107,764.6982353
PF3D7_0503600,tr|A0A590UK22|A0A590UK22_HUMAN,30.909,715,801,430,16,1.54E-98,326,2759.043071
PF3D7_0503800,tr|B7Z4C8|B7Z4C8_HUMAN,56,100,120,44,0,1.54E-34,116,4666.666667
PF3D7_0504000,tr|B7WPN9|B7WPN9_HUMAN,34.066,273,2393,155,8,9.06E-34,144,388.6342666
PF3D7_0504100,sp|Q8N6M9|ZFN2A_HUMAN,31.111,135,147,81,4,4.26E-11,58.2,2857.132653
PF3D7_0504200,tr|B7Z6D5|B7Z6D5_HUMAN,22.983,409,502,272,9,7.08E-25,109,1872.519323
PF3D7_0504400,tr|A0A8I5KNP3|A0A8I5KNP3_HUMAN,32.558,602,755,307,14,2.07E-92,306,2596.015364
PF3D7_0504600,sp|P21953|ODBB_HUMAN,61.043,326,381,127,0,2.03E-157,449,5223.101837
PF3D7_0504700,sp|Q96CN5|LRC45_HUMAN,24.065,428,2349,296,11,1.02E-10,68.2,438.4767986
PF3D7_0504900,tr|Q8TDQ4|Q8TDQ4_HUMAN,39.759,166,172,98,2,5.71E-42,139,3837.205814
PF3D7_0505000,sp|Q96NY7|CLIC6_HUMAN,24.194,124,2975,94,0,0.00000236,54.3,100.8422185
PF3D7_0505100,tr|J3KSL8|J3KSL8_HUMAN,30.833,120,2754,66,2,3.14E-08,60.8,134.3485839
PF3D7_0505200,sp|P42025|ACTY_HUMAN,25.163,306,565,172,7,7.06E-25,107,1362.810265
PF3D7_0505300,tr|C9JCV5|C9JCV5_HUMAN,40.58,69,611,41,0,1.61E-11,64.3,458.2684124
PF3D7_0505500,tr|A0A494C0M1|A0A494C0M1_HUMAN,30.777,1056,1350,587,29,2.85E-143,470,2407.445333
PF3D7_0505700,sp|P78559|MAP1A_HUMAN,24.415,299,924,195,13,3.76E-09,62,790.0524892
PF3D7_0505800,sp|P55854|SUMO3_HUMAN,51.807,83,100,40,0,3.36E-23,86.3,4299.981
PF3D7_0506100,sp|Q9UHA3|RLP24_HUMAN,51.634,153,204,67,2,5.49E-53,168,3872.55
PF3D7_0506200,sp|Q6SJ96|TBPL2_HUMAN,38.462,182,327,106,3,9.73E-45,156,2140.698471
PF3D7_0506500,sp|Q9P2E9|RRBP1_HUMAN,30.986,213,3980,141,2,0.000000661,57,165.829598
PF3D7_0506700,sp|O60447|EVI5_HUMAN,25.792,221,819,162,2,2.12E-27,120,695.9746032
PF3D7_0506800,sp|Q9BQ70|TCF25_HUMAN,24.017,229,929,162,4,8.07E-14,76.6,592.0229279
PF3D7_0506900,sp|Q6PJF5|RHDF2_HUMAN,34.857,175,759,109,2,5.13E-23,105,803.6857708
PF3D7_0507100,sp|P36578|RL4_HUMAN,52.958,355,411,160,1,2.39E-123,364,4574.231144
PF3D7_0507200,sp|Q14703|MBTP1_HUMAN,30.973,113,769,72,2,1.61E-08,59.3,455.129909
PF3D7_0507500,tr|H7BXT3|H7BXT3_HUMAN,24.118,340,688,185,12,0.00000809,50.4,1191.877907
PF3D7_0507600,sp|Q92600|CNOT9_HUMAN,67.037,270,652,87,1,3.91E-126,375,2776.072086
PF3D7_0507700,sp|Q8TAT6|NPL4_HUMAN,28.228,333,531,185,12,6.28E-28,119,1770.230508
PF3D7_0508100,tr|A0A087WWY6|A0A087WWY6_HUMAN,42.029,69,1674,38,1,1.51E-09,58.2,173.2378136
PF3D7_0508200,tr|H0YKC9|H0YKC9_HUMAN,25.094,267,355,176,6,6.01E-11,63.9,1887.351549
PF3D7_0508300,sp|Q96K37|S35E1_HUMAN,24.922,321,342,207,6,1.12E-16,81.3,2339.170175
PF3D7_0508400,sp|Q9Y6A4|CFA20_HUMAN,47.396,192,366,101,0,1.71E-59,191,2486.347541
PF3D7_0508500,sp|O95714|HERC2_HUMAN,25.912,274,2606,155,5,1.63E-22,108,272.4438987
PF3D7_0508700,sp|Q7L014|DDX46_HUMAN,44.808,520,1490,274,5,5.06E-143,466,1563.769128
PF3D7_0508800,sp|Q04837|SSBP_HUMAN,34.074,135,284,78,3,3.73E-19,82.8,1619.714789
PF3D7_0508900,sp|A8MU46|SMTL1_HUMAN,24.219,256,3134,189,2,8.03E-09,62.4,197.832291
PF3D7_0509000,sp|Q9H115|SNAB_HUMAN,34.333,300,298,184,7,3.32E-46,158,3456.342282
PF3D7_0509100,sp|Q9NTJ3|SMC4_HUMAN,54.867,226,1708,93,2,4.39E-70,260,725.9919204
PF3D7_0509200,tr|H3BP51|H3BP51_HUMAN,40.94,149,338,87,1,3.85E-27,108,1804.751479
PF3D7_0509400,sp|O95602|RPA1_HUMAN,35.181,469,2914,221,12,6.45E-72,270,566.2281743
PF3D7_0509600,sp|Q96I59|SYNM_HUMAN,39.338,272,722,158,5,5.11E-61,213,1481.985596
PF3D7_0509800,sp|Q9UBF8|PI4KB_HUMAN,43.31,284,1559,156,2,1.08E-73,265,788.9698525
PF3D7_0510100,sp|Q7Z7F0|KHDC4_HUMAN,31.707,82,2535,56,0,0.0000708,49.3,102.5630769
PF3D7_0510200,sp|Q96BP3|PPWD1_HUMAN,38.806,670,747,342,16,5.81E-147,445,3480.5917
PF3D7_0510500,sp|P11387|TOP1_HUMAN,40.596,436,839,210,6,1.26E-98,325,2109.637187
PF3D7_0510800,sp|Q8N0X2|SPG16_HUMAN,30.755,530,642,343,7,4.83E-85,280,2538.964174
PF3D7_0511000,sp|P13693|TCTP_HUMAN,34.483,174,171,107,4,9.14E-26,97.8,3508.796491
PF3D7_0511200,sp|Q86SK9|SCD5_HUMAN,40.244,246,949,144,2,3.96E-62,214,1043.205901
PF3D7_0511300,sp|Q8NDC4|MORN4_HUMAN,37.363,91,1417,55,2,8.08E-09,57,239.9458716
PF3D7_0511700,sp|Q9Y3C4|TPRKB_HUMAN,28.671,143,179,86,3,4.46E-09,53.9,2290.476536
PF3D7_0511800,sp|Q9NPH2|INO1_HUMAN,37.3,563,604,272,11,8.95E-120,367,3476.804636
PF3D7_0512000,tr|A2AB88|A2AB88_HUMAN,38.272,81,119,43,1,1.87E-09,52,2605.068908
PF3D7_0512200,tr|A0A2R8Y5T7|A0A2R8Y5T7_HUMAN,27.451,255,655,145,7,2.12E-25,109,1068.703053
PF3D7_0512300,sp|P51948|MAT1_HUMAN,30.282,142,260,92,4,5.13E-11,62.8,1653.863077
PF3D7_0512600,sp|P62820|RAB1A_HUMAN,66.832,202,200,65,1,1.20E-95,277,6750.032
PF3D7_0512700,tr|E9PFD2|E9PFD2_HUMAN,27.219,169,281,89,5,6.97E-10,60.1,1637.014591
PF3D7_0512900,tr|F5GXD1|F5GXD1_HUMAN,22.222,189,265,119,4,0.000000182,52.4,1584.889811
PF3D7_0513200,sp|Q10570|CPSF1_HUMAN,21.774,248,2763,153,10,0.00000126,55.5,195.4380022
PF3D7_0513400,sp|Q8N3Z3|GTPB8_HUMAN,34.783,138,286,83,3,1.12E-18,84.7,1678.340559
PF3D7_0513800,sp|Q9H0U4|RAB1B_HUMAN,52.5,200,207,93,1,4.73E-73,220,5072.463768
PF3D7_0514000,tr|A0A2R8Y6A5|A0A2R8Y6A5_HUMAN,42.407,349,420,194,3,1.34E-104,315,3523.819762
PF3D7_0514300,sp|P14868|SYDC_HUMAN,29.87,154,1128,80,2,2.56E-16,84.3,407.7996454
PF3D7_0514600,sp|P49247|RPIA_HUMAN,35.714,238,236,143,6,1.46E-42,147,3601.666102
PF3D7_0514700,sp|Q6PF18|MORN3_HUMAN,28.372,215,1560,106,6,8.49E-11,65.1,391.024359
PF3D7_0515300,tr|A8MYT4|A8MYT4_HUMAN,49.02,255,2133,128,1,1.23E-65,241,586.0337553
PF3D7_0515800,sp|Q9H3K6|BOLA2_HUMAN,41.772,79,84,45,1,1.12E-13,61.2,3928.557143
PF3D7_0515900,sp|O15194|CTDSL_HUMAN,35.802,162,328,103,1,2.10E-29,114,1768.269512
PF3D7_0516100,sp|Q9NQ11|AT132_HUMAN,34.921,252,2400,157,3,9.13E-38,157,366.6705
PF3D7_0516200,tr|A0A2R8Y811|A0A2R8Y811_HUMAN,77.857,140,151,31,0,5.12E-78,229,7218.529801
PF3D7_0516400,sp|Q9H2J4|PDCL3_HUMAN,26.106,226,335,121,3,9.28E-15,73.6,1761.180896
PF3D7_0516500,tr|A0A024RCG2|A0A024RCG2_HUMAN,24.645,422,442,274,12,4.44E-13,71.6,2352.984163
PF3D7_0516600,sp|P46199|IF2M_HUMAN,34.667,300,1610,182,4,9.02E-52,197,645.9689441
PF3D7_0516700,sp|Q13107|UBP4_HUMAN,51.852,189,1332,87,2,3.17E-53,204,735.7378378
PF3D7_0516900,sp|P62917|RL8_HUMAN,67.194,253,260,83,0,3.14E-120,344,6538.493077
PF3D7_0517000,sp|P30050|RL12_HUMAN,61.963,163,165,62,0,2.15E-72,216,6121.193333
PF3D7_0517300,tr|J3KTL2|J3KTL2_HUMAN,51.124,178,298,85,1,2.57E-48,162,3053.715436
PF3D7_0517400,sp|Q9Y5B9|SP16H_HUMAN,36.637,565,1141,315,16,7.51E-102,347,1814.189746
PF3D7_0517500,sp|Q16222|UAP1_HUMAN,27.982,218,837,148,5,7.40E-11,66.6,728.8023895
PF3D7_0517600,tr|B1AK87|B1AK87_HUMAN,30.04,253,292,162,5,2.21E-36,131,2602.780822
PF3D7_0517700,sp|P55884|EIF3B_HUMAN,29.847,717,716,429,23,1.02E-90,301,2988.868575
PF3D7_0517900,tr|E9PBG3|E9PBG3_HUMAN,19.824,227,560,145,7,0.0000186,48.5,803.58
PF3D7_0518000,sp|Q9Y314|NOSIP_HUMAN,24.658,292,270,173,8,1.32E-25,103,2666.717037
PF3D7_0518200,tr|F8VRQ4|F8VRQ4_HUMAN,24.752,101,131,63,2,0.00000451,45.4,1908.360305
PF3D7_0518300,sp|P20618|PSB1_HUMAN,43.192,213,240,120,1,7.49E-60,189,3833.29
PF3D7_0518400,sp|Q8ND76|CCNY_HUMAN,30.337,89,229,60,2,0.0000101,46.6,1179.036245
PF3D7_0518500,sp|Q9BUQ8|DDX23_HUMAN,54.506,466,1123,207,4,1.11E-173,532,2261.780588
PF3D7_0518600,tr|A0A7P0SXD0|A0A7P0SXD0_HUMAN,33.136,338,1276,202,12,2.29E-42,166,877.7404389
PF3D7_0518700,tr|Q5T1Z4|Q5T1Z4_HUMAN,33.645,321,1894,207,4,9.22E-47,186,570.2241288
PF3D7_0519000,tr|H0YAE8|H0YAE8_HUMAN,30.864,81,293,52,1,0.00000109,49.7,853.2368601
PF3D7_0519100,sp|P62829|RL23_HUMAN,30.556,108,124,67,4,9.78E-11,56.2,2661.329032
PF3D7_0519200,sp|P27449|VATL_HUMAN,56.552,145,165,61,1,5.26E-50,158,4969.721212
PF3D7_0519300,sp|Q12887|COX10_HUMAN,41.048,229,648,126,6,1.15E-31,129,1450.616049
PF3D7_0519400,tr|A0A2R8Y849|A0A2R8Y849_HUMAN,53.383,133,133,60,2,1.29E-32,112,5338.3
PF3D7_0519500,sp|Q9ULM6|CNOT6_HUMAN,30.414,411,2488,226,12,2.93E-47,181,502.4177653
PF3D7_0520000,sp|P46781|RS9_HUMAN,73.054,167,189,45,0,4.42E-86,252,6455.035979
PF3D7_0520100,sp|P35813|PPM1A_HUMAN,25,296,706,138,9,4.27E-19,90.9,1048.15864
PF3D7_0520300,sp|Q9Y333|LSM2_HUMAN,65.217,92,103,30,1,8.47E-41,130,5825.207767
PF3D7_0520600,sp|P50583|AP4A_HUMAN,36.364,143,152,87,2,6.69E-24,91.7,3421.086842
PF3D7_0520900,sp|P23526|SAHH_HUMAN,52.008,473,479,179,5,2.50E-161,464,5135.65428
PF3D7_0521300,sp|Q7Z569|BRAP_HUMAN,41.667,60,1345,33,1,0.000000133,57,185.8750929
PF3D7_0521500,sp|Q9UJJ7|RUSD1_HUMAN,30.811,185,487,121,2,5.11E-20,91.7,1170.438398
PF3D7_0521700,sp|Q92499|DDX1_HUMAN,29.448,815,841,434,20,6.55E-91,303,2853.75981
PF3D7_0521800,sp|Q8WV93|AFG1L_HUMAN,30.027,373,635,230,10,5.26E-43,162,1763.790709
PF3D7_0522300,sp|O43709|BUD23_HUMAN,49.819,277,274,132,3,7.32E-99,291,5036.44635
PF3D7_0522500,sp|Q9NRX2|RM17_HUMAN,32.143,112,166,74,2,1.82E-10,57.4,2168.684337
PF3D7_0522600,sp|Q0D2K0|NIPA4_HUMAN,22.876,306,483,167,7,0.000000879,52.4,1449.286957
PF3D7_0522700,sp|Q86U28|ISCA2_HUMAN,28.571,126,177,81,4,2.83E-14,67.4,2033.867797
PF3D7_0522800,sp|P41223|BUD31_HUMAN,54.483,145,147,64,2,3.00E-58,178,5374.173469
PF3D7_0522900,tr|G3V2D5|G3V2D5_HUMAN,40.299,67,1552,37,2,0.00000148,51.2,173.9711985
PF3D7_0523000,sp|P08183|MDR1_HUMAN,29.792,1393,1419,764,27,9.49E-180,570,2924.612826
PF3D7_0523100,sp|Q10713|MPPA_HUMAN,30.223,493,534,312,12,1.00E-51,185,2790.250749
PF3D7_0523400,tr|H7C5W0|H7C5W0_HUMAN,44.118,68,533,38,0,2.27E-14,70.1,562.8562852
