LD4,LD5,LD6,YR,ET,MT,LT,ES,S,LS,M,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,HomologyScore,N_Pockets,BestPocket_Score,BestPocket_Probability,TargetID,Gene,UniProtID
0,0.035,6.333,12.627,7.502,5.94,12.762,66.883,155.383,98.736,105.83605,984.704,362.105,140.715,240.0813,1,-1.456,246,806.5596719,8,31.25,0.938,sp|Q15149|PLEC_HUMAN,PF3D7_0114000,B9ZSJ2
,,,2.217,146.751,145.414,19.875,19.488,19.671,15.862,13.9097,134.123,64.978,22.168,32.2078,1,0.315,37,0,1,2.12,0.049,,PF3D7_0114100,B9ZSJ3
,,,0.431,0.556,10.788,7.625,9.284,6.296,3.026,3.8891,0,0,1.874,0,1,-1.199,190,0,3,7.89,0.419,,PF3D7_0114200,Q8I2D6
0,0.362,0.047,,,,,,,,,,,,,0.476,-3.206,,0,,,,,PF3D7_0114300,
,,,,,,,,,,,,,,,0.782,-2.196,,0,,,,,PF3D7_0114400,
0,0,4.661,0.085,0,0.097,0,0,0,0,0,26.322,96.813,117.9,15.337,0.184,-1.528,217,0,1,2.14,0.05,,PF3D7_0114500,Q8I2D5
,,,,,,,,,,,,,,,0.199,-2.528,,0,,,,,PF3D7_0114600,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4335,0.987,-2.356,548,0,2,1.9,0.038,,PF3D7_0114700,Q8I2D4
,,,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0,0,0,0,,PF3D7_0114750,A0A5K1K8N8
,,,0,0,0,0,0,0,0,0,0,0,0,0,0.119,-3.122,127,0,4,21.65,0.872,,PF3D7_0114800,Q8I2D3
,,,,,,,,,,,,,,,0.982,-2.415,,0,,,,,PF3D7_0114900,
0,15.038,1.003,0.017,0,0,0,0.02,0.125,0,0.0547,1.241,1.643,3.331,10.9917,0.999,-2.039,,0,40,14.68,0.731,,PF3D7_0115000,Q8I2D1
,,,0,0.537,0.094,0,0,0.133,0,0,45.217,25.771,11.271,1.9053,0.338,-1.693,,0,4,3.11,0.105,,PF3D7_0115100,Q8I2C9
,,,0.14,0,0.07,0,0,0,0,0.1244,0,0,0,0,0.754,-2.168,,0,4,2.84,0.089,,PF3D7_0115200,Q8I2C8
,,,0.091,0.134,0.081,0,0,0,0,0,0.409,2.303,2.232,254.5816,1,0,,0,0,0,0,,PF3D7_0115300,Q8I2C7
,,,0.105,0.314,0.094,0,0,0,0,0,0,0,0,0,1,-2.412,,0,0,0,0,,PF3D7_0115400,Q8I2C6
,,,,,,,,,,,,,,,0.816,-2.37,,0,,,,,PF3D7_0115500,
0,16.952,0,0,0.115,0,0,0.09,0.098,0.07,0.24315,13.326,3.11,16.832,54.4403,0.936,-2.159,,0,1,0.99,0.005,,PF3D7_0115600,Q8I2C5
0,0,0.461,0.011,0,0.015,0,0,0,0.013,0.04855,2.039,6.653,4.465,28.5261,,,,0,26,16.99,0.793,,PF3D7_0115700,Q8I2C4
0,0,0.158,1.892,0.546,0.647,0.532,0.959,1.007,1.258,1.63005,9.875,8.546,0.997,0.3219,1,-2.061,,0,18,7.52,0.396,,PF3D7_0200100,O96108
0,0,0.177,1.073,0.513,1.241,0.417,0.275,0.877,1.65,3.91055,2.986,12.163,4.294,0,0.565,-2.598,,0,0,0,0,,PF3D7_0200200,O96109
,,,0.07,0,0,0.343,0,0.079,0.072,0.89725,0.363,0.795,1.977,0,0.864,-2.259,,0,2,1.11,0.008,,PF3D7_0200300,O96110
,,,0,0.466,2.424,0,0.105,0.617,0.718,0,0,0,0,0,1,-1.003,,0,0,0,0,,PF3D7_0200400,O96111
0,0,0,0.079,0.587,0.421,0.065,0.264,0.214,0.716,3.19945,0.357,0,0,0,0.561,-2.232,,0,0,0,0,,PF3D7_0200500,O96112
,,,0.083,0.743,0.534,0,0.194,0.328,0.626,0.67875,0,0,2.055,0,0.408,-2.486,,0,4,3,0.098,,PF3D7_0200600,O96113
,,,0.153,3.671,5.713,0.084,0.276,1.208,2.062,1.10505,0,0,2.136,0,0.243,-2.818,,0,1,1.24,0.012,,PF3D7_0200700,O96114
,,,,,,,,,,,,,,,0.687,-2.03,,0,,,,,PF3D7_0200800,
,,,,,,,,,,,,,,,0.357,-2.467,,0,,,,,PF3D7_0200900,
,,,0,0,0,0,0.115,0.097,0.74,0.88875,0,0,0,0,0.438,-2.425,,0,0,0,0,,PF3D7_0201000,O96116
,,,0,0,0,0,0,0.493,0.449,0,0,0,0,0,0.128,0,,0,1,0.64,0.001,,PF3D7_0201100,Q8I670
0,0,0,0,1.037,1.021,0.612,0.507,2.227,2.185,1.81785,0.492,0,2.144,0,1,0.778,,0,1,2.33,0.06,,PF3D7_0201200,O96117
,,,0.276,2.483,3.43,0.489,0.941,1.291,0.7,1.10595,0,0,0,0,0.853,-2.121,,0,1,1.56,0.024,,PF3D7_0201300,O96118
,,,0.912,20.054,4.312,1.243,3.378,8.064,3.455,7.9198,0.878,0.513,0,204.2497,0.673,-2.309,,0,0,0,0,,PF3D7_0201400,O96119
0,36.21,196.204,23.973,175.736,63.241,59.791,50.085,37.001,42.643,35.4152,14.988,18.061,5.013,36.8869,0.196,-2.845,,0,1,15.38,0.752,,PF3D7_0201500,O96120
0,2.925,14.428,391.529,806.114,200.057,74.038,54.357,34.425,39.194,48.1861,4.032,1.715,0,72.9869,1,-2.037,,0,5,2.96,0.096,,PF3D7_0201600,O96121
0,3.16,5.831,1437.781,336.328,16.651,4.417,14.993,20.455,136.907,404.2945,0.476,0.669,0.111,0,0.214,-2.696,,355.5535556,15,22.54,0.881,tr|F8WF76|F8WF76_HUMAN,PF3D7_0201700,O96122
11.707,4,2.876,914.339,994.448,255.198,71.381,70.04,62.68,67.692,177.07775,8.674,26.232,4.512,41.1278,1,-2.465,,3064.153682,0,0,0,sp|Q9UDY4|DNJB4_HUMAN,PF3D7_0201800,O96123
0,1.914,3.875,146.819,585.227,142.145,63.312,74.072,86.157,43.065,57.9612,30.999,30.089,1.366,147.6642,1,-0.927,,741.5014338,1,2.31,0.059,sp|A6NE01|F186A_HUMAN,PF3D7_0201900,O96124
6.401,13.039,55.92,1463.467,1526.364,315.246,153.685,118.043,118.907,70.376,121.81485,16.176,26.786,3.349,41.3873,1,-1.359,1,0,0,0,0,,PF3D7_0202000,Q9TY99
1079.578,1015.867,818.432,64.714,8.025,3.001,2.126,5.039,7.998,57.588,120.6718,1.916,0.319,4.277,71.0861,0.383,-2.163,164,0,3,7.3,0.381,,PF3D7_0202100,O96125
8.18,22.321,17.423,1333.041,251.013,19.154,4.389,13.065,17.376,218.079,773.95755,1.181,0.662,1.75,17.073,0.65,-3.049,86,0,3,2.53,0.071,,PF3D7_0202200,Q8I669
28.857,32.793,7.764,23.299,62.983,110.531,13.211,8.333,2.604,10.108,36.8244,0,3.792,0.638,0,0.121,-2.952,99,0,3,6.61,0.335,,PF3D7_0202300,O96126
56.589,151.249,221.506,221.753,1611.398,781.45,243.536,358.523,373.035,145.373,120.04205,13.921,21.249,9.414,7.9434,1,-2.252,431,847.3230705,1,2.83,0.088,sp|Q9NU22|MDN1_HUMAN,PF3D7_0202400,O96127
51.087,26.379,13.194,11347.827,4772.338,408.482,58.946,376.598,809.686,7046.869,11126.1706,14.538,15.194,34.63,91.1927,1,0,30,0,0,0,0,,PF3D7_0202500,O96128
119.559,91.639,92.564,28.098,77.587,100.782,119.558,102.92,84.405,61.807,45.97535,190.746,247.16,383.181,50.521,0.377,-2.621,779,0,1,5.93,0.291,,PF3D7_0202600,O96129
111.105,104.398,140.996,4.86,18.274,53.811,85.648,115.598,65.824,73.43,41.82095,53.215,145.529,84.255,148.2435,0.144,-3.162,80,1375.457993,6,11.3,0.604,sp|Q5T2R2|DPS1_HUMAN,PF3D7_0202700,O96130
0,7.067,11.249,3.135,1.672,25.275,73.102,110.637,73.487,65.614,49.0791,97.888,86.79,58.304,127.8038,0.725,-2.454,51,0,1,3.88,0.152,,PF3D7_0202800,C6S3A7
,,,3.562,1.717,22.08,67.019,99.864,59.309,63.992,47.4101,433.282,552.28,677.838,349.6866,0.995,-2.624,106,2020.919164,6,18.14,0.816,sp|Q9NPG8|ZDHC4_HUMAN,PF3D7_0202900,A0A146M427
9.994,24.087,49.348,9.431,2.41,11.855,41.01,71.059,102.405,88.443,60.5803,25.053,19.062,12.386,25.3182,1,-1.887,776,0,2,8.34,0.445,,PF3D7_0203000,A0A144A0C5
6.336,13.515,17.487,7.976,4.311,8.715,11.191,33.832,62.23,93.086,72.2744,51.303,58.512,65.037,74.096,1,-1.603,916,350.1054326,10,9.65,0.519,sp|Q13188|STK3_HUMAN,PF3D7_0203100,O96134
7.412,43.441,42.586,75.775,82.14,50.553,47.979,70.325,60.426,63.627,52.0982,30.211,43.299,54.856,66.5034,0.971,-2.198,299,0,4,7.51,0.395,,PF3D7_0203200,C6S3A8
0,4.249,21.856,18.375,48.111,58.899,96.971,136.78,79.503,75.39,36.6725,212.668,318.651,894.081,178.9862,0.156,-3.229,66,2685.923554,1,2.8,0.087,sp|P07992|ERCC1_HUMAN,PF3D7_0203300,O96136
127.156,87.98,87.609,7.124,7.986,91.334,290.018,300.19,180.576,139.447,68.43225,66.99,43.944,45.839,133.681,0.998,-2.427,24,0,0,0,0,,PF3D7_0203400,Q8I668
,,,,,,,,,,,,,,,,,1,0,,,,,PF3D7_0203500,
0,6.028,7.2,5.734,5.308,13.392,36.828,43.925,30.101,20.76,12.6984,38.218,21.579,11.091,20.2145,0.81,-1.784,308,0,9,9.93,0.534,,PF3D7_0203600,O96137
221.41,109.409,74.799,425.268,375.189,297.633,151.398,125.708,109.787,94.366,149.5126,193.868,190.575,141.513,70.7775,0.391,-2.522,192,2095.677904,0,0,0,sp|Q9BXY0|MAK16_HUMAN,PF3D7_0203700,A0A143ZWE8
0.924,7.786,10.278,2.604,1.639,24.546,52.129,48.913,31.223,22.907,17.0534,610.906,766.848,1623.087,608.0656,1,-0.195,81,0,4,5.4,0.256,,PF3D7_0203800,Q8I666
31.747,87.626,68.62,4.699,22.398,132.505,166.81,124.442,89.089,65.187,32.7337,207.896,173.731,132.881,130.7904,0.315,-2.642,294,0,7,13.79,0.699,,PF3D7_0203900,O96139
4.446,11.229,13.239,1.36,5.073,26.916,47.159,46.419,32.804,22.62,14.6124,49.939,62.125,25.936,152.3163,1,-2.227,388,0,9,6.28,0.315,,PF3D7_0204000,O96140
2.712,17.13,28.618,10.78,4.586,18.859,102.22,157.892,203.117,166.659,82.19675,152.121,156.637,81.498,85.3458,0.146,-2.863,719,235.2945098,42,23.62,0.891,sp|Q9UBV2|SE1L1_HUMAN,PF3D7_0204100,Q9TY98
16.976,20.954,55.336,349.883,427.277,336.596,318.956,319.397,407.05,815.589,645.97045,117.437,136.729,189.369,291.8329,0.689,-2.589,25,0,5,7.07,0.366,,PF3D7_0204200,Q8I665
10.48,29.791,22.704,380.042,300.04,280.546,211.984,128.755,110.843,76.252,81.45355,44.217,42.745,44.125,37.1711,1,-2.318,528,0,1,2.13,0.049,,PF3D7_0204300,O96141
2.712,19.285,13.735,109.726,85.831,98.363,72.264,35.079,34.398,20.339,20.02435,4.578,1.05,1.02,4.2944,0.987,0,26,3270.985047,1,1.32,0.015,sp|O96015|DNAL4_HUMAN,PF3D7_0204400,C6S3A9
27.778,77.794,86.082,223.2,175.166,196.686,183.82,103.007,90.346,66.194,39.26965,26.514,19.43,17.944,0,0.736,0.461,139,3037.075556,4,15.96,0.767,sp|P00505|AATM_HUMAN,PF3D7_0204500,O96142
127.328,33.397,33.059,8.524,31.257,68.656,55.664,44.674,30.407,29.035,21.3101,28.974,23.091,10.102,3.7676,1,-1.594,677,387.2026936,20,16.17,0.772,sp|Q8IZH2|XRN1_HUMAN,PF3D7_0204600,O96143
158.373,115.25,105.811,396.216,545.173,445.81,342.912,268.668,242.477,323.293,319.4498,530.019,551.838,379.103,154.1241,0.294,-2.474,41,2678.575397,7,20.05,0.849,sp|P11166|GTR1_HUMAN,PF3D7_0204700,Q7KWJ5
49.768,176.12,141.43,5.892,13.276,105.639,130.234,109.434,78.129,56.231,35.3488,142.982,167.021,68.989,169.7532,0.997,-2.714,184,1009.630769,5,10.13,0.545,sp|Q8NHP7|EXD1_HUMAN,PF3D7_0204800,O96144
24.631,99.535,143.758,9.064,17.63,117.972,221.783,219.788,170.58,112.556,82.93735,529.41,432.85,658.55,1718.4319,0.321,-2.529,112,3728.8,5,34.61,0.951,sp|Q5HYK3|COQ5_HUMAN,PF3D7_0204900,O96145
38.037,17.963,34.212,7.39,3.064,58.62,102.802,168.593,201.271,130.107,95.1147,174.817,118.574,61.148,183.4255,1,-0.036,334,0,1,1.26,0.013,,PF3D7_0205000,O96146
42.863,61.494,68.621,4.29,3.051,49.129,118.052,167.722,219.992,106.057,84.73205,160.548,131.004,41.333,536.0957,1,0.742,429,0,1,1.98,0.042,,PF3D7_0205100,C6S3B0
0,4.307,10.008,3.03,1.23,3.265,21.386,93.804,58.581,76.656,70.8187,62.916,27.045,80.071,3.7288,1,-1.971,95,2295.897959,6,3.41,0.123,sp|Q5T089|MORN1_HUMAN,PF3D7_0205200,O96147
15.795,6.942,5.247,0.656,0.456,5.319,5.952,8.767,9.761,8.966,7.03455,51.954,46.496,44.898,116.9236,0.999,-1.296,429,0,0,0,0,,PF3D7_0205300,O96148
128.371,287.627,265.833,141.781,120.296,126.948,111.939,79.062,74.921,44.615,36.89625,80.94,95.474,75.144,117.2076,0.131,-2.907,73,1838.035011,4,2,0.043,sp|Q5JVF3|PCID2_HUMAN,PF3D7_0205400,O96149
69.07,107.476,130.01,345.936,335.868,273.526,317.911,253.273,147.885,121.666,84.9244,84.591,106.833,123.082,110.6693,0.409,-3.578,12,2878.8,0,0,0,sp|O15514|RPB4_HUMAN,PF3D7_0205500,O96150
21.254,64.139,63.626,15.343,16.548,56.824,77.37,77.041,67.31,54.177,44.41505,170.258,168.041,60.642,513.0684,0.149,-3.187,97,0,11,16.33,0.777,,PF3D7_0205600,O96151
16.704,16.379,33.029,341.711,190.376,47.612,49.99,60.405,38.286,41.527,47.9341,35.757,34.909,67.861,16.4122,0.298,-3.275,59,0,0,0,0,,PF3D7_0205700,A0A143ZWH6
3.783,12.147,55.405,21.998,30.024,61.2,179.926,213.279,130.492,125.316,79.94515,129.429,85.003,146.352,26.9576,0.243,-3.728,10,0,2,2.05,0.045,,PF3D7_0205800,C6S3B1
415.319,300.183,254.701,185.547,359.843,546.305,770.487,814.928,817.048,589.446,435.2667,271.207,289.629,391.313,154.9122,0.127,-3.218,124,2287.77764,13,6.92,0.357,sp|Q13200|PSMD2_HUMAN,PF3D7_0205900,O96153
17.701,39.7,37.883,102.649,70.152,61.509,69.645,92.986,113.248,131.126,121.64075,122.099,112.493,66.952,41.315,1,-2.445,865,791.5651715,14,12.6,0.656,tr|A0A090HNM7|A0A090HNM7_HUMAN,PF3D7_0206000,O96154
33.682,40.603,22.345,78.325,53.391,68.41,64.279,49.926,39.805,58.914,57.4473,44.332,10.131,26.625,73.1197,0.272,-3.284,72,0,0,0,0,,PF3D7_0206100,O96155
9.956,37.365,23.976,62.688,13.445,18.276,38.111,137.419,226.162,516.89,436.2522,287.757,458.776,293.755,341.5331,1,-2.212,63,778.760354,7,43.86,0.971,tr|A0AAG2UWQ8|A0AAG2UWQ8_HUMAN,PF3D7_0206200,O96156
26.412,26.493,53.919,,,,,,,,,,,,,1,-0.769,,0,,,,,PF3D7_0206300,
31.29,104.873,68.57,149.27,140.493,84.2,109.172,103.857,106.617,107.712,127.76885,126.283,114.228,221.541,212.2521,0.886,-2.766,507,0,8,11.42,0.61,,PF3D7_0206500,O96158
21.385,15.106,24.549,27.305,18.121,17.27,12.396,13.135,9.457,11.724,13.0937,25.322,4.301,2.255,13.2114,1,0,11,3773.554717,1,1.52,0.022,sp|Q9Y2Y1|RPC10_HUMAN,PF3D7_0206600,O96159
,,,626.589,250.439,218.481,901.037,2553.271,4612.718,7273.055,3854.1782,611.312,126.489,133.317,28.6334,0.121,-2.994,102,2356.72845,4,2.26,0.056,sp|P30566|PUR8_HUMAN,PF3D7_0206700,Q7KWJ4
,,,634.755,247.037,223.83,930.443,2597.41,4710.605,7393.138,3934.80085,724.245,550.132,828.224,231.6529,0.988,-2.005,386,0,1,1.23,0.012,,PF3D7_0206800,A0A143ZX41
17.622,61.81,94.717,70.723,20.119,82.396,93.298,194.168,282.135,897.799,850.21375,21.332,0.902,2.96,1.0821,0.988,-2.098,76,0,2,1.9,0.038,,PF3D7_0206900,Q7KWJ3
1092.11,1212.625,1030.878,55.48,13.846,78.039,367.388,598.051,762.009,1052.539,631.5072,147.62,116.953,73.834,1.5089,0.251,-2.64,397,0,1,5.52,0.264,,PF3D7_0207000,Q7KWJ2
58.995,65.44,113.823,43.984,9.521,52.664,105.419,248.154,403.258,579.267,589.80535,174.382,138.97,159.828,138.3915,1,-2.608,673,0,4,3.11,0.105,,PF3D7_0207100,A0A143ZXZ0
39.412,43.134,51.699,10.448,5.333,24.552,35.363,67.476,83.879,170.992,131.65005,308.151,348.244,426.437,579.089,0.195,-3.514,31,2312.50625,1,0.99,0.005,sp|Q86U28|ISCA2_HUMAN,PF3D7_0207200,O96161
156.78,11.073,4.192,1.709,0.031,0.092,2.771,13.601,12.176,25.877,32.75875,3.499,28.567,25.255,0,0.998,-2.593,865,883.6409426,6,3.89,0.153,sp|P07711|CATL1_HUMAN,PF3D7_0207300,A0A143ZWJ1
108.941,272.643,2359.415,21.436,4.178,14.535,393.961,507.277,614.669,294.288,230.4827,10.017,21.001,8.816,28.0753,1,-1.186,579,591.9708245,20,14.95,0.74,sp|P25774|CATS_HUMAN,PF3D7_0207400,O96163
0,11.877,31.324,32.101,8.313,17.78,690.178,869.68,760.485,506.725,236.1658,7.828,4.655,3.106,1.7216,0.252,-2.761,411,543.1530553,16,17.32,0.8,tr|A0A7P0TAQ0|A0A7P0TAQ0_HUMAN,PF3D7_0207500,Q9TY96
0.304,24.85,63.404,143.898,28.97,24.727,3450.473,4651.275,5165.68,2103.663,1222.2688,61.491,4.34,9.755,1.9269,0.2,-2.737,426,591.7703109,,,,sp|O60911|CATL2_HUMAN,PF3D7_0207600,
0,19.238,87.187,18.16,3.788,5,443.457,727.317,888.096,347.088,229.28335,10.249,0.832,0,0.5137,1,0.947,1128,696.4745322,17,22.21,0.878,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN,PF3D7_0207700,O96164
35.713,62.077,112.779,23.117,4.211,5.046,219.094,330.894,440.579,260.163,134.4922,8.638,2.817,4.249,0,1,-2.533,379,677.4215054,12,24.11,0.895,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN,PF3D7_0207800,O96165
1102.831,1731.434,2421.144,3.619,1.061,2.56,68.922,155.106,193.114,96.128,83.12735,18.203,19.086,73.972,0,1,-0.99,1503,651.5773756,12,18.05,0.814,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN,PF3D7_0207900,O96166
13.763,91.909,138.03,9.79,2.59,2.27,152.325,369.158,469.988,271.585,181.8812,29.817,81.638,87.763,104.467,0.98,-2.772,453,653.9197183,15,33.23,0.946,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN,PF3D7_0208000,O96167
340.331,313.928,300.064,7.384,5.445,71.135,212.564,281.511,294.543,119.757,86.90325,97.44,102.632,107.71,105.223,1,-0.081,981,424.8127446,24,21.34,0.868,sp|Q86YS7|C2CD5_HUMAN,PF3D7_0208100,O96168
827.152,412.274,445.533,450.175,431.935,410.718,258.372,263.824,170.817,144.793,131.7841,47.138,90.169,50.903,170.6461,0.372,-2.666,61,4833.36,1,1.5,0.022,sp|Q13601|KRR1_HUMAN,PF3D7_0208200,O96169
26.145,43.382,44.862,32.155,34.552,31.42,33.481,37.459,30.595,26.028,19.20625,40.843,50.109,58.818,103.0961,0.122,-3.013,72,0,30,21.34,0.869,,PF3D7_0208300,O96170
23.211,44.623,77.385,79.375,65.984,65.972,116.243,160.912,204.491,130.539,114.46935,89.94,87.01,60.858,127.8497,1,-1.355,1175,0,25,21.59,0.872,,PF3D7_0208400,O96171
220.68,222.764,329.706,3.653,5.354,54.139,87.285,71.973,49.435,52.146,29.79755,64.201,58.879,67.671,0.7986,0.231,-3.465,55,2262.788321,0,0,0,sp|O14561|ACPM_HUMAN,PF3D7_0208500,Q7KWJ1
46.971,137.444,161.889,8.489,30.192,153.36,234.478,247.8,160.238,109.589,61.04385,187.899,182.875,111.314,13.6046,0.183,-2.794,241,0,2,2.34,0.06,,PF3D7_0208600,O96173
24.283,57.909,56.898,115.339,221.342,258.054,163.759,210.63,148.283,121.815,78.54555,147.887,146.199,191.637,29.0962,0.872,-1.746,39,0,0,0,0,,PF3D7_0208700,Q8I662
32.109,92.23,90.963,48.006,55.919,46.07,44.626,42.423,22.677,25.253,14.1339,34.275,37.973,61.459,43.9089,0.156,-2.83,99,0,3,5.53,0.264,,PF3D7_0208800,O96174
9.664,8.794,6.978,1.048,0.727,0.145,0.286,3.92,2.421,2.725,1.79425,26.31,53.328,24.235,399.6684,1,-1.524,1274,0,29,24.62,0.9,,PF3D7_0208900,A0A144A0J8
0,1.709,0.444,0.578,0.149,0.069,0.114,0.452,0.747,0.907,1.03595,402.611,389.799,162.906,762.6289,1,-0.851,3551,130.7808612,,,,sp|Q86X53|ERIC1_HUMAN,PF3D7_0209000,
26.461,20.624,37.881,153.18,88.452,68.608,134.079,147.164,113.194,89.84,83.7931,203.698,157.63,114.178,578.4942,1,-1.821,142,1399.095434,9,11.83,0.627,tr|A0A590UJC7|A0A590UJC7_HUMAN,PF3D7_0209100,O96176
29.76,88.835,137.223,156.823,168.379,134.616,142.049,109.5,108.049,60.543,52.1323,20.111,19.802,8.692,13.789,0.262,-2.615,91,1527.244,1,6.06,0.3,tr|A0A994J4D9|A0A994J4D9_HUMAN,PF3D7_0209200,O96177
21.792,47.316,74.658,44.714,93.178,182.865,215.063,202.93,102.573,102.697,54.1031,235.026,139.744,89.12,152.1771,0.135,-2.98,66,0,1,10.23,0.55,,PF3D7_0209300,A0A143ZWM3
4.592,25.339,60.238,88.239,101.207,126.796,170.19,125.405,63.742,49.236,48.78225,36.101,35.002,63.507,70.7286,0.993,-2.677,168,2822.196,5,23.1,0.886,sp|Q9H993|ARMT1_HUMAN,PF3D7_0209400,C6S3B4
0,14.068,10.596,33.528,3.349,0.895,6.67,41.751,89.604,174.538,264.15105,27.255,59.208,40.583,0,1,-1.47,210,0,0,0,0,,PF3D7_0209500,O96179
0,0.315,10.987,12.37,2.326,2.675,71.058,169.662,175.112,174.423,118.4253,10.268,13.818,17.501,24.0806,0.136,-2.867,228,318.0171378,23,39.51,0.962,sp|Q96N87|S6A18_HUMAN,PF3D7_0209600,O96181
21.19,70.558,66.176,751.266,511.422,192.982,139.256,171.04,181.121,322.443,351.3246,230.98,204.595,159.284,256.9883,0.128,-2.864,165,387.3248239,7,6.98,0.36,tr|H3BPZ9|H3BPZ9_HUMAN,PF3D7_0209700,O96182
725.966,850.863,714.713,1508.12,1614.319,1636.022,1398.141,973.195,812.312,555.758,556.208,341.179,303.792,444.864,329.7007,0.257,-2.606,13,5776.79081,5,9.88,0.531,sp|Q13838|DX39B_HUMAN,PF3D7_0209800,Q9TY94
17.947,62.341,66.284,,,,,,,,,,,,,,,,0,,,,,PF3D7_0209900,
169.889,535.389,573.986,537.735,913.964,557.815,737.9,712.64,581.619,443.242,311.9739,436.184,762.058,874.042,133.581,0.121,0,3,3950.592593,0,0,0,sp|P60059|SC61G_HUMAN,PF3D7_0210000,O96183
633.059,439.534,668.492,1528.373,2068.261,1544.809,1023.858,523.625,334.626,309.624,372.49225,71.367,96.489,98.07,155.949,0.126,-3.711,12,5833.375,0,0,0,sp|P61513|RL37A_HUMAN,PF3D7_0210100,A0A143ZY21
21.338,56.803,88.519,10.047,18.347,101.217,179.518,205.124,203.645,107.522,73.5645,151.587,142.135,65.375,925.3729,1,-2.859,918,0,30,11.37,0.608,,PF3D7_0210200,A0A143ZWL6
54.725,103.261,106.961,11.05,33.692,124.618,260.793,280.95,169.851,154.243,84.04255,543.62,675.61,756.331,2831.9093,0.12,-2.961,44,897.1680525,11,5.53,0.264,sp|Q6ZSM3|MOT12_HUMAN,PF3D7_0210300,O96186
584.566,221.799,277.674,3.114,30.265,101.291,136.359,109.852,74.148,50.956,31.96885,25.384,15.788,15.297,0,0.251,-3.272,21,0,0,0,0,,PF3D7_0210400,C6S3B5
98.675,159.104,179.463,5.629,20.502,40.639,24.332,14.875,13.829,17.087,23.4357,14.765,16.594,15.785,1.7177,0.122,-3.092,528,0,25,16.29,0.775,,PF3D7_0210500,O96187
10.203,16.578,21.167,88.471,12.612,6.895,33.297,229.686,506.612,1369.341,903.754,119.555,272.075,343.533,117.775,0.234,-2.616,81,0,11,4.74,0.209,,PF3D7_0210600,O96188
11.175,15.953,17.888,34.327,9.476,13.777,23.259,57.38,137.11,273.476,160.41165,38.116,82.045,101.237,9.6515,0.21,-3.264,74,1974.535032,3,5.43,0.258,sp|P32856|STX2_HUMAN,PF3D7_0210700,O96189
45.848,33.2,32.592,134.964,71.705,29.336,20.978,22.611,12.919,45.9,115.9725,22.144,37.139,12.683,1.6154,0.394,-3.606,282,0,5,5.68,0.275,,PF3D7_0210800,O96190
256.847,248.442,297.1,945.051,888.104,956.004,727.432,356.426,290.731,257.605,267.4846,104.714,146.242,166.526,127.4578,0.822,-1.794,72,0,0,0,0,,PF3D7_0210900,O96191
68.21,84.538,147.561,,,,,,,,,,,,,,,,0,,,,,PF3D7_0211000,
70.385,78.65,46.502,0.482,11.548,21.602,8.16,7.247,5.916,11.048,12.60085,21.362,19.024,6.236,52.7377,1,-2.519,457,0,9,21.19,0.867,,PF3D7_0211100,O96192
30.458,83.532,132.115,5.889,36.811,104.957,126.468,103.515,76.513,56.144,28.16215,24.311,44.387,9.841,0,0.385,-2.515,30,4085.075745,1,5.77,0.281,sp|P51148|RAB5C_HUMAN,PF3D7_0211200,O96193
57.203,155.108,221.142,2.629,3.398,30.052,49.66,63.583,41.223,40.297,21.7327,113.323,90.202,51.112,15.6547,0.122,-3.074,59,0,4,2.27,0.056,,PF3D7_0211300,Q8I661
9.476,183.353,239.931,2.536,0.557,5.489,27.116,43.326,20.839,29.2,21.3763,108.035,119.659,113.264,50.8093,0.855,-2.982,58,0,5,14.43,0.722,,PF3D7_0211400,Q7KWI9
9.834,22.902,33.316,2.445,0.525,5.739,33.771,63.918,49.749,52.482,30.2248,61.744,38.624,31.78,0.9089,1,-1.135,370,377.5126104,18,11.78,0.625,tr|A0A994J4W9|A0A994J4W9_HUMAN,PF3D7_0211500,O96195
0,27.223,26.663,5.251,2.063,8.008,64.231,127.374,70.766,96.262,53.59905,68.769,164.185,180.027,491.4637,0.12,-3.101,34,2822.976077,4,4.51,0.193,sp|Q96F25|ALG14_HUMAN,PF3D7_0211600,O96196
55.538,101.694,89.591,6.771,16.752,91.605,115.909,134.822,122.439,86.299,62.9809,66.383,57.303,27.799,75.0905,1,-2.366,1259,705.6074615,22,21.38,0.869,sp|Q9NYL2|M3K20_HUMAN,PF3D7_0211700,O96197
252.889,256.526,248.48,576.497,810.694,989.338,826.559,561.31,392.24,294.118,213.6408,606.683,481.822,382.406,675.5885,0.184,-2.765,114,2065.573279,13,19.72,0.844,sp|Q96I59|SYNM_HUMAN,PF3D7_0211800,O96198
133.992,140.098,166.646,7.816,10.036,53.874,121.378,135.284,80.778,59.287,32.438,131.362,94.779,42.417,101.1146,0.143,-3.129,147,0,6,3.6,0.134,,PF3D7_0211900,O96199
